sensor_id,type,value,unit,site,machine,timestamp,is_critical,frequency_hz,timestamp_dt,year,month,day,hour,ingestion_timestamp
f39aa0dd-3fb3-4f7a-9157-14ce0719400c,vibration,7.865,mm/s,Site_Paris,Machine_C1,2026-01-04T09:17:16.800000,False,814.2,2026-01-04 09:17:16.800,2026,1,4,9,2026-01-04 23:29:04.172158
59e99b1f-6d04-4727-9df6-ec271b62b15f,vibration,1.256,mm/s,Site_Paris,Machine_B1,2026-01-04T09:18:43.200000,False,279.2,2026-01-04 09:18:43.200,2026,1,4,9,2026-01-04 23:29:04.172158
ce78d4da-4082-4198-8a69-55f497f18f97,vibration,8.671,mm/s,Site_Paris,Machine_C1,2026-01-04T09:41:45.600000,False,919.1,2026-01-04 09:41:45.600,2026,1,4,9,2026-01-04 23:29:04.172158
21eedbe0-10ba-443c-87b2-86155ffb7a98,vibration,12.272,mm/s,Site_Paris,Machine_A1,2026-01-04T09:46:04.800000,True,242.3,2026-01-04 09:46:04.800,2026,1,4,9,2026-01-04 23:29:04.172158
a5aa4ca8-05cd-41e5-98f5-40092d5706f1,vibration,1.221,mm/s,Site_Paris,Machine_A2,2026-01-04T10:07:40.800000,False,494.3,2026-01-04 10:07:40.800,2026,1,4,10,2026-01-04 23:29:04.172158
e799134e-84d6-405a-8c83-54d300158478,vibration,0.722,mm/s,Site_Paris,Machine_A2,2026-01-04T10:14:52.800000,False,859.7,2026-01-04 10:14:52.800,2026,1,4,10,2026-01-04 23:29:04.172158
d1b69b19-7eb6-4cee-a6c0-dee69f3e5588,vibration,4.036,mm/s,Site_Paris,Machine_A1,2026-01-04T10:27:50.400000,False,708.3,2026-01-04 10:27:50.400,2026,1,4,10,2026-01-04 23:29:04.172158
5ecfa049-2c0e-497f-82d5-eb56f51fecbd,vibration,1.335,mm/s,Site_Paris,Machine_B2,2026-01-04T10:43:40.800000,False,168.2,2026-01-04 10:43:40.800,2026,1,4,10,2026-01-04 23:29:04.172158
3b1d2435-e154-4819-823e-0ef545baa89b,vibration,14.463,mm/s,Site_Paris,Machine_A2,2026-01-04T10:53:45.600000,True,388.4,2026-01-04 10:53:45.600,2026,1,4,10,2026-01-04 23:29:04.172158
a838b206-5d61-4aa2-9d3e-391ec848b055,vibration,4.996,mm/s,Site_Paris,Machine_A1,2026-01-04T11:00:57.600000,False,711.4,2026-01-04 11:00:57.600,2026,1,4,11,2026-01-04 23:29:04.172158
2386530d-eaea-4473-a30d-d10990dc7912,vibration,1.947,mm/s,Site_Paris,Machine_B1,2026-01-04T11:11:02.400000,False,305.8,2026-01-04 11:11:02.400,2026,1,4,11,2026-01-04 23:29:04.172158
19af98b9-661c-4d38-aeab-3f07c497ae2d,vibration,1.863,mm/s,Site_Paris,Machine_A1,2026-01-04T11:36:57.600000,False,680.5,2026-01-04 11:36:57.600,2026,1,4,11,2026-01-04 23:29:04.172158
7017740e-74f5-4b47-bdf1-dbb3a9379f19,vibration,6.208,mm/s,Site_Paris,Machine_A2,2026-01-04T11:57:07.200000,False,390.7,2026-01-04 11:57:07.200,2026,1,4,11,2026-01-04 23:29:04.172158
73f6c43c-4978-4a50-a8fc-fa623278cfbb,vibration,6.713,mm/s,Site_Marseille,Machine_B1,2026-01-04T11:55:40.800000,False,454.0,2026-01-04 11:55:40.800,2026,1,4,11,2026-01-04 23:29:04.172158
6a9f944f-68d3-4889-8ffd-4f4806a6894e,vibration,4.069,mm/s,Site_Marseille,Machine_B2,2026-01-04T12:05:45.600000,False,408.1,2026-01-04 12:05:45.600,2026,1,4,12,2026-01-04 23:29:04.172158
77f740ea-d382-4ba1-ac4a-f11d5d47c36f,vibration,1.685,mm/s,Site_Marseille,Machine_B2,2026-01-04T12:11:31.200000,False,403.4,2026-01-04 12:11:31.200,2026,1,4,12,2026-01-04 23:29:04.172158
915b7184-45a0-42ed-8ecb-a17417f27d1d,vibration,5.468,mm/s,Site_Marseille,Machine_B1,2026-01-04T12:27:21.600000,False,487.8,2026-01-04 12:27:21.600,2026,1,4,12,2026-01-04 23:29:04.172158
db8f71a3-77bc-4b81-bb8d-b3b8357ee8ee,vibration,6.554,mm/s,Site_Marseille,Machine_B1,2026-01-04T12:38:52.800000,False,876.9,2026-01-04 12:38:52.800,2026,1,4,12,2026-01-04 23:29:04.172158
2c045d9b-0878-40e4-89d9-c02d28f4eb01,vibration,1.984,mm/s,Site_Marseille,Machine_C1,2026-01-04T12:46:04.800000,False,293.6,2026-01-04 12:46:04.800,2026,1,4,12,2026-01-04 23:29:04.172158
c4476146-d2e9-4622-813e-e5709f75beae,vibration,0.646,mm/s,Site_Marseille,Machine_A1,2026-01-04T13:24:57.600000,False,526.5,2026-01-04 13:24:57.600,2026,1,4,13,2026-01-04 23:29:04.172158
fecd3ffa-127c-43c4-b9d5-87cb17cedbe3,vibration,0.479,mm/s,Site_Marseille,Machine_A1,2026-01-04T13:27:50.400000,False,665.4,2026-01-04 13:27:50.400,2026,1,4,13,2026-01-04 23:29:04.172158
96ac4949-66ee-4435-8632-b693cb0ed8c1,vibration,5.648,mm/s,Site_Marseille,Machine_A2,2026-01-04T13:29:16.800000,False,538.0,2026-01-04 13:29:16.800,2026,1,4,13,2026-01-04 23:29:04.172158
35b25521-cc70-4385-acfa-c73de0ab5e12,vibration,2.861,mm/s,Site_Marseille,Machine_A1,2026-01-04T13:32:09.600000,False,584.2,2026-01-04 13:32:09.600,2026,1,4,13,2026-01-04 23:29:04.172158
cd40970b-563a-464e-a128-47dcd0e397d7,vibration,6.869,mm/s,Site_Marseille,Machine_B1,2026-01-04T13:35:02.400000,False,316.6,2026-01-04 13:35:02.400,2026,1,4,13,2026-01-04 23:29:04.172158
48a74330-e595-4889-9dff-2f6d1e7d67cb,vibration,4.411,mm/s,Site_Marseille,Machine_A1,2026-01-04T13:36:28.800000,False,816.0,2026-01-04 13:36:28.800,2026,1,4,13,2026-01-04 23:29:04.172158
a5035afc-7950-48fe-a714-e84439c1939b,vibration,1.145,mm/s,Site_Marseille,Machine_B2,2026-01-04T13:37:55.200000,False,200.2,2026-01-04 13:37:55.200,2026,1,4,13,2026-01-04 23:29:04.172158
b353b66a-c69b-43f1-a93f-d22fed271cac,vibration,7.295,mm/s,Site_Marseille,Machine_A1,2026-01-04T13:50:52.800000,False,843.7,2026-01-04 13:50:52.800,2026,1,4,13,2026-01-04 23:29:04.172158
364dbf80-d4f4-418c-a22c-e627ca5cab78,vibration,5.617,mm/s,Site_Marseille,Machine_B2,2026-01-04T13:53:45.600000,False,377.6,2026-01-04 13:53:45.600,2026,1,4,13,2026-01-04 23:29:04.172158
c680665f-d9f8-4c39-a95a-c3a12e1d88c2,vibration,10.184,mm/s,Site_Marseille,Machine_A2,2026-01-04T13:59:31.200000,True,801.4,2026-01-04 13:59:31.200,2026,1,4,13,2026-01-04 23:29:04.172158
b708482d-52c1-4e41-a022-ac74c7da00d4,vibration,5.609,mm/s,Site_Marseille,Machine_C1,2026-01-04T14:36:57.600000,False,323.3,2026-01-04 14:36:57.600,2026,1,4,14,2026-01-04 23:29:04.172158
4f6e2409-9f1b-4561-b116-6e2bb1ec72e2,vibration,9.615,mm/s,Site_Marseille,Machine_B1,2026-01-04T14:39:50.400000,False,266.8,2026-01-04 14:39:50.400,2026,1,4,14,2026-01-04 23:29:04.172158
7b92ae48-1c83-45d2-aa48-7f5198877d88,vibration,7.961,mm/s,Site_Marseille,Machine_C1,2026-01-04T14:44:09.600000,False,587.0,2026-01-04 14:44:09.600,2026,1,4,14,2026-01-04 23:29:04.172158
066d7f9d-4181-494f-9607-1dbfc2b0f169,vibration,6.366,mm/s,Site_Marseille,Machine_B1,2026-01-04T15:01:26.400000,False,226.0,2026-01-04 15:01:26.400,2026,1,4,15,2026-01-04 23:29:04.172158
129cdd0a-4a87-4051-add9-58c657af4d64,vibration,1.458,mm/s,Site_Marseille,Machine_B2,2026-01-04T15:23:02.400000,False,433.4,2026-01-04 15:23:02.400,2026,1,4,15,2026-01-04 23:29:04.172158
40ddb647-5825-422b-9033-701b6e988a5b,vibration,2.538,mm/s,Site_Marseille,Machine_B2,2026-01-04T15:30:14.400000,False,827.4,2026-01-04 15:30:14.400,2026,1,4,15,2026-01-04 23:29:04.172158
2e7639f8-a3e1-4896-95d0-8b2aa4212094,vibration,6.869,mm/s,Site_Marseille,Machine_C1,2026-01-04T15:37:26.400000,False,493.5,2026-01-04 15:37:26.400,2026,1,4,15,2026-01-04 23:29:04.172158
26c3c665-1a1d-4ef4-b361-b38f06776e1a,vibration,6.178,mm/s,Site_Marseille,Machine_A1,2026-01-04T15:54:43.200000,False,176.5,2026-01-04 15:54:43.200,2026,1,4,15,2026-01-04 23:29:04.172158
828f3c2e-423f-4ece-9fe7-eb72046a97f7,vibration,4.663,mm/s,Site_Marseille,Machine_C1,2026-01-04T16:03:21.600000,False,312.2,2026-01-04 16:03:21.600,2026,1,4,16,2026-01-04 23:29:04.172158
7145e6e3-b76a-489c-8e80-0b5cc8bcab6e,vibration,5.164,mm/s,Site_Marseille,Machine_A2,2026-01-04T16:14:52.800000,False,928.7,2026-01-04 16:14:52.800,2026,1,4,16,2026-01-04 23:29:04.172158
43322a9d-301a-4239-b363-f6ae57ff965b,vibration,4.836,mm/s,Site_Marseille,Machine_A2,2026-01-04T16:17:45.600000,False,274.6,2026-01-04 16:17:45.600,2026,1,4,16,2026-01-04 23:29:04.172158
fc09d8c7-0a6e-4ace-b615-5dedfb653d6d,vibration,7.561,mm/s,Site_Marseille,Machine_C1,2026-01-04T16:49:26.400000,False,183.9,2026-01-04 16:49:26.400,2026,1,4,16,2026-01-04 23:29:04.172158
a3c4e83d-b58a-47f2-8011-6d893ebc5800,vibration,3.541,mm/s,Site_Marseille,Machine_B2,2026-01-04T16:52:19.200000,False,478.8,2026-01-04 16:52:19.200,2026,1,4,16,2026-01-04 23:29:04.172158
0fa74572-8eef-4ed4-bb91-d6dfa169344b,vibration,4.785,mm/s,Site_Marseille,Machine_A2,2026-01-04T17:03:50.400000,False,834.7,2026-01-04 17:03:50.400,2026,1,4,17,2026-01-04 23:29:04.172158
97573d2d-9aa1-4cf6-8292-374e0d1724af,vibration,12.846,mm/s,Site_Marseille,Machine_C1,2026-01-04T17:11:02.400000,True,792.6,2026-01-04 17:11:02.400,2026,1,4,17,2026-01-04 23:29:04.172158
bba76d98-c868-4695-bcba-39f3334ee012,vibration,3.978,mm/s,Site_Marseille,Machine_A1,2026-01-04T17:21:07.200000,False,305.9,2026-01-04 17:21:07.200,2026,1,4,17,2026-01-04 23:29:04.172158
7ef23ab6-852e-44d4-beda-7d8bdf5c30f5,vibration,2.618,mm/s,Site_Marseille,Machine_A1,2026-01-04T17:25:26.400000,False,477.1,2026-01-04 17:25:26.400,2026,1,4,17,2026-01-04 23:29:04.172158
72f2d651-9d7d-4433-8743-3910dd67e84e,vibration,1.996,mm/s,Site_Marseille,Machine_A2,2026-01-04T17:29:45.600000,False,833.9,2026-01-04 17:29:45.600,2026,1,4,17,2026-01-04 23:29:04.172158
914c4191-9658-4202-9ae6-8ef9d514501e,vibration,3.719,mm/s,Site_Marseille,Machine_A1,2026-01-04T17:41:16.800000,False,356.8,2026-01-04 17:41:16.800,2026,1,4,17,2026-01-04 23:29:04.172158
28a4ffbb-e857-4a35-abbb-567d374e7838,vibration,11.518,mm/s,Site_Marseille,Machine_C1,2026-01-04T17:48:28.800000,True,184.4,2026-01-04 17:48:28.800,2026,1,4,17,2026-01-04 23:29:04.172158
6bff913a-305c-4113-8ceb-af850b58076e,vibration,4.362,mm/s,Site_Marseille,Machine_C1,2026-01-04T17:57:07.200000,False,831.1,2026-01-04 17:57:07.200,2026,1,4,17,2026-01-04 23:29:04.172158
cced8183-616d-4870-8ad5-53120cbb4c27,vibration,1.972,mm/s,Site_Marseille,Machine_A2,2026-01-04T18:18:43.200000,False,425.8,2026-01-04 18:18:43.200,2026,1,4,18,2026-01-04 23:29:04.172158
f864172c-cf6e-4c6b-bd02-06284cf7216c,vibration,2.773,mm/s,Site_Marseille,Machine_B2,2026-01-04T18:56:09.600000,False,392.0,2026-01-04 18:56:09.600,2026,1,4,18,2026-01-04 23:29:04.172158
4002a43c-5868-43dc-a9f4-942f7d6fec84,vibration,12.101,mm/s,Site_Marseille,Machine_B1,2026-01-04T19:01:55.200000,True,366.1,2026-01-04 19:01:55.200,2026,1,4,19,2026-01-04 23:29:04.172158
45ae3782-1383-49be-8840-1973a5e04111,vibration,5.306,mm/s,Site_Marseille,Machine_A2,2026-01-04T19:09:07.200000,False,652.9,2026-01-04 19:09:07.200,2026,1,4,19,2026-01-04 23:29:04.172158
1fd56a21-d564-4cfe-b425-15b72d83aaee,vibration,2.976,mm/s,Site_Marseille,Machine_C1,2026-01-04T19:29:16.800000,False,518.7,2026-01-04 19:29:16.800,2026,1,4,19,2026-01-04 23:29:04.172158
90070b18-24e5-41b6-b717-dee76caafe38,vibration,8.737,mm/s,Site_Marseille,Machine_C1,2026-01-04T19:35:02.400000,False,719.8,2026-01-04 19:35:02.400,2026,1,4,19,2026-01-04 23:29:04.172158
f8347151-7cf7-453b-9da9-ce3f107036ea,vibration,0.663,mm/s,Site_Marseille,Machine_C1,2026-01-04T19:36:28.800000,False,983.1,2026-01-04 19:36:28.800,2026,1,4,19,2026-01-04 23:29:04.172158
4fb18630-db17-48c7-8af8-9135d72cbe37,vibration,6.809,mm/s,Site_Marseille,Machine_C1,2026-01-04T19:49:26.400000,False,258.7,2026-01-04 19:49:26.400,2026,1,4,19,2026-01-04 23:29:04.172158
10d729f1-da40-4065-8a89-87d41eb2ea90,vibration,12.521,mm/s,Site_Marseille,Machine_B1,2026-01-04T19:52:19.200000,True,759.6,2026-01-04 19:52:19.200,2026,1,4,19,2026-01-04 23:29:04.172158
4459d95c-2a7a-47f2-b202-620ebb811042,vibration,1.198,mm/s,Site_Marseille,Machine_B1,2026-01-04T20:15:21.600000,False,178.6,2026-01-04 20:15:21.600,2026,1,4,20,2026-01-04 23:29:04.172158
33b6888e-ddf8-4144-910f-4c456bb6b3f1,vibration,1.462,mm/s,Site_Marseille,Machine_A1,2026-01-04T20:34:04.800000,False,800.8,2026-01-04 20:34:04.800,2026,1,4,20,2026-01-04 23:29:04.172158
b265c8e0-2ea3-42f8-8830-075ea9c90977,vibration,6.213,mm/s,Site_Marseille,Machine_C1,2026-01-04T20:42:43.200000,False,230.7,2026-01-04 20:42:43.200,2026,1,4,20,2026-01-04 23:29:04.172158
de5bcd34-55fc-4fcc-b1a3-dd5ea18a1b95,vibration,3.045,mm/s,Site_Marseille,Machine_A2,2026-01-04T20:55:40.800000,False,719.3,2026-01-04 20:55:40.800,2026,1,4,20,2026-01-04 23:29:04.172158
6dc38d95-2de7-480d-b564-29045a2b40c4,vibration,3.423,mm/s,Site_Marseille,Machine_A2,2026-01-04T20:57:07.200000,False,364.8,2026-01-04 20:57:07.200,2026,1,4,20,2026-01-04 23:29:04.172158
5ed54bee-55f9-4f1b-a833-46811762339a,vibration,15.052,mm/s,Site_Marseille,Machine_C1,2026-01-04T21:10:04.800000,True,244.9,2026-01-04 21:10:04.800,2026,1,4,21,2026-01-04 23:29:04.172158
a2c9b748-bf32-404f-a3dd-94c881850a69,vibration,2.322,mm/s,Site_Marseille,Machine_A1,2026-01-04T21:18:43.200000,False,966.6,2026-01-04 21:18:43.200,2026,1,4,21,2026-01-04 23:29:04.172158
47428adb-78e1-419f-a7e5-2e2a98a604f0,vibration,4.151,mm/s,Site_Marseille,Machine_A2,2026-01-04T21:56:09.600000,False,527.1,2026-01-04 21:56:09.600,2026,1,4,21,2026-01-04 23:29:04.172158
261e716d-dcbe-4306-b586-85090646dd6b,vibration,17.405,mm/s,Site_Marseille,Machine_C1,2026-01-04T22:00:28.800000,True,868.3,2026-01-04 22:00:28.800,2026,1,4,22,2026-01-04 23:29:04.172158
210416b2-1cc2-4493-a644-8f7ef830fca1,vibration,7.159,mm/s,Site_Marseille,Machine_B2,2026-01-04T22:03:21.600000,False,176.3,2026-01-04 22:03:21.600,2026,1,4,22,2026-01-04 23:29:04.172158
28c6fbb4-429a-486b-91d2-af37c4d9e7ae,vibration,9.737,mm/s,Site_Marseille,Machine_C1,2026-01-04T22:06:14.400000,False,301.6,2026-01-04 22:06:14.400,2026,1,4,22,2026-01-04 23:29:04.172158
48e9ba01-2d14-4dce-8371-abc7773efd2a,vibration,5.042,mm/s,Site_Marseille,Machine_B2,2026-01-04T22:09:07.200000,False,462.8,2026-01-04 22:09:07.200,2026,1,4,22,2026-01-04 23:29:04.172158
a956f26f-b734-432a-9c12-f2dfed13f802,vibration,6.031,mm/s,Site_Marseille,Machine_B1,2026-01-04T22:29:16.800000,False,856.5,2026-01-04 22:29:16.800,2026,1,4,22,2026-01-04 23:29:04.172158
63205ee4-833b-44f8-83ba-bbe01cb380c3,vibration,4.706,mm/s,Site_Marseille,Machine_B2,2026-01-04T22:36:28.800000,False,176.3,2026-01-04 22:36:28.800,2026,1,4,22,2026-01-04 23:29:04.172158
30f2f303-d955-4a9e-80fe-0e830a3c9cbd,vibration,1.219,mm/s,Site_Marseille,Machine_A2,2026-01-04T22:39:21.600000,False,215.4,2026-01-04 22:39:21.600,2026,1,4,22,2026-01-04 23:29:04.172158
e8e0b363-fcaa-4baa-a3d6-f930d7cce538,vibration,9.505,mm/s,Site_Marseille,Machine_C1,2026-01-04T22:42:14.400000,False,471.7,2026-01-04 22:42:14.400,2026,1,4,22,2026-01-04 23:29:04.172158
818ad92e-6228-4f56-8453-2772723b2d5e,vibration,3.065,mm/s,Site_Marseille,Machine_A1,2026-01-04T22:45:07.200000,False,992.8,2026-01-04 22:45:07.200,2026,1,4,22,2026-01-04 23:29:04.172158
82e960b5-9b62-4510-8b1d-dc83ba9c2c7c,vibration,6.354,mm/s,Site_Marseille,Machine_B1,2026-01-04T22:50:52.800000,False,664.5,2026-01-04 22:50:52.800,2026,1,4,22,2026-01-04 23:29:04.172158
deaff21a-b91d-4a91-b3f2-16f4ec2659a6,vibration,2.616,mm/s,Site_Paris,Machine_B1,2026-01-04T11:58:33.600000,False,819.8,2026-01-04 11:58:33.600,2026,1,4,11,2026-01-04 23:29:04.172158
89def7b1-2649-4ba9-98c8-07f779a392c1,vibration,0.621,mm/s,Site_Paris,Machine_B1,2026-01-04T12:01:26.400000,False,432.5,2026-01-04 12:01:26.400,2026,1,4,12,2026-01-04 23:29:04.172158
f975661c-4715-4868-b190-11749dd0106f,vibration,5.545,mm/s,Site_Paris,Machine_B2,2026-01-04T12:30:14.400000,False,800.5,2026-01-04 12:30:14.400,2026,1,4,12,2026-01-04 23:29:04.172158
856fe1ad-39e5-4be8-8e1f-f8d398f1a9ab,vibration,4.241,mm/s,Site_Paris,Machine_A1,2026-01-04T12:33:07.200000,False,753.8,2026-01-04 12:33:07.200,2026,1,4,12,2026-01-04 23:29:04.172158
f547905e-6fc5-4dc8-9680-749d67585acb,vibration,6.613,mm/s,Site_Paris,Machine_B2,2026-01-04T12:34:33.600000,False,902.1,2026-01-04 12:34:33.600,2026,1,4,12,2026-01-04 23:29:04.172158
50d60b54-4112-4028-bc8d-a202709afcd0,vibration,11.986,mm/s,Site_Paris,Machine_B1,2026-01-04T12:40:19.200000,True,750.0,2026-01-04 12:40:19.200,2026,1,4,12,2026-01-04 23:29:04.172158
df68020b-c9f4-4df5-863b-c6d46ad59743,vibration,7.099,mm/s,Site_Paris,Machine_B2,2026-01-04T12:44:38.400000,False,463.9,2026-01-04 12:44:38.400,2026,1,4,12,2026-01-04 23:29:04.172158
1a2efaa6-43b5-4309-8e13-ef11d8f2f332,vibration,7.447,mm/s,Site_Paris,Machine_A1,2026-01-04T12:51:50.400000,False,843.5,2026-01-04 12:51:50.400,2026,1,4,12,2026-01-04 23:29:04.172158
50ba54f5-f087-4272-a2d2-d062acdf3a63,vibration,1.456,mm/s,Site_Paris,Machine_B2,2026-01-04T12:53:16.800000,False,244.5,2026-01-04 12:53:16.800,2026,1,4,12,2026-01-04 23:29:04.172158
f80676a4-b21e-4f19-a585-0f2a56e1e3fc,vibration,6.963,mm/s,Site_Paris,Machine_B1,2026-01-04T13:03:21.600000,False,440.2,2026-01-04 13:03:21.600,2026,1,4,13,2026-01-04 23:29:04.172158
41aff434-109a-4038-99dc-17add9e2da90,vibration,2.906,mm/s,Site_Paris,Machine_A2,2026-01-04T13:10:33.600000,False,350.9,2026-01-04 13:10:33.600,2026,1,4,13,2026-01-04 23:29:04.172158
e6729bbf-1014-4333-9137-abd89a2921b3,vibration,9.772,mm/s,Site_Paris,Machine_C1,2026-01-04T13:16:19.200000,False,835.6,2026-01-04 13:16:19.200,2026,1,4,13,2026-01-04 23:29:04.172158
642848b6-bbfb-4f4d-983b-636270f34d17,vibration,1.407,mm/s,Site_Paris,Machine_A2,2026-01-04T13:58:04.800000,False,369.2,2026-01-04 13:58:04.800,2026,1,4,13,2026-01-04 23:29:04.172158
39b21c6a-be19-4850-87cb-da21c3f431cf,vibration,2.027,mm/s,Site_Paris,Machine_C1,2026-01-04T14:00:57.600000,False,857.8,2026-01-04 14:00:57.600,2026,1,4,14,2026-01-04 23:29:04.172158
6721c82f-6ba1-402c-977c-4969c5870e6f,vibration,3.495,mm/s,Site_Paris,Machine_A2,2026-01-04T14:12:28.800000,False,258.9,2026-01-04 14:12:28.800,2026,1,4,14,2026-01-04 23:29:04.172158
4f6f7d41-605b-4627-9964-4d6ac49409d4,vibration,5.654,mm/s,Site_Paris,Machine_B2,2026-01-04T14:13:55.200000,False,619.1,2026-01-04 14:13:55.200,2026,1,4,14,2026-01-04 23:29:04.172158
b7a19406-64d1-448d-9551-ba986ab7fd6b,vibration,5.494,mm/s,Site_Paris,Machine_A2,2026-01-04T14:25:26.400000,False,916.4,2026-01-04 14:25:26.400,2026,1,4,14,2026-01-04 23:29:04.172158
74b368f2-d191-4b27-a6a5-cc99065b9141,vibration,1.435,mm/s,Site_Paris,Machine_A1,2026-01-04T14:28:19.200000,False,176.3,2026-01-04 14:28:19.200,2026,1,4,14,2026-01-04 23:29:04.172158
27dc208c-3fdd-4b04-a524-a4c8d83737c0,vibration,6.516,mm/s,Site_Paris,Machine_B1,2026-01-04T14:32:38.400000,False,981.3,2026-01-04 14:32:38.400,2026,1,4,14,2026-01-04 23:29:04.172158
0391d12c-9d42-488c-b88f-a79b117a4b73,vibration,0.879,mm/s,Site_Paris,Machine_B1,2026-01-04T15:20:09.600000,False,675.7,2026-01-04 15:20:09.600,2026,1,4,15,2026-01-04 23:29:04.172158
59ea75f9-0acd-47ea-a8a9-1e29cc9dc870,vibration,4.425,mm/s,Site_Paris,Machine_A2,2026-01-04T15:24:28.800000,False,221.2,2026-01-04 15:24:28.800,2026,1,4,15,2026-01-04 23:29:04.172158
1c1b0592-b40d-43bf-8295-24446eb7bcf6,vibration,6.139,mm/s,Site_Paris,Machine_C1,2026-01-04T15:51:50.400000,False,969.6,2026-01-04 15:51:50.400,2026,1,4,15,2026-01-04 23:29:04.172158
a163a326-b312-455c-9c64-b07b794d1396,vibration,5.096,mm/s,Site_Paris,Machine_A1,2026-01-04T16:00:28.800000,False,731.3,2026-01-04 16:00:28.800,2026,1,4,16,2026-01-04 23:29:04.172158
