sensor_id,type,value,unit,site,machine,timestamp,is_critical,timestamp_dt,year,month,day,hour,ingestion_timestamp
250fdba7-78ef-4761-88b5-d7d8fe7bd5b7,temperature,47.87,Celsius,Site_Marseille,Machine_A1,2026-01-04T09:15:50.400000,False,2026-01-04 09:15:50.400,2026,1,4,9,2026-01-04 23:28:57.127714
8e93161d-0b34-455c-b36f-0db9a255e4fc,temperature,47.05,Celsius,Site_Marseille,Machine_A1,2026-01-04T09:20:09.600000,False,2026-01-04 09:20:09.600,2026,1,4,9,2026-01-04 23:28:57.127714
ca4dd350-1c14-4bd2-adad-ced706c16165,temperature,74.64,Celsius,Site_Marseille,Machine_A1,2026-01-04T09:59:02.400000,False,2026-01-04 09:59:02.400,2026,1,4,9,2026-01-04 23:28:57.127714
2d9ee028-602c-48f4-bd5c-4d8babe0bd22,temperature,73.83,Celsius,Site_Marseille,Machine_A1,2026-01-04T10:06:14.400000,False,2026-01-04 10:06:14.400,2026,1,4,10,2026-01-04 23:28:57.127714
025c897f-2fac-4324-850a-e89f82d854e9,temperature,67.41,Celsius,Site_Marseille,Machine_C1,2026-01-04T10:10:33.600000,False,2026-01-04 10:10:33.600,2026,1,4,10,2026-01-04 23:28:57.127714
a545fac1-9b07-4e29-9cb7-4e0618cf8833,temperature,63.11,Celsius,Site_Marseille,Machine_B2,2026-01-04T10:14:52.800000,False,2026-01-04 10:14:52.800,2026,1,4,10,2026-01-04 23:28:57.127714
52dc3882-7a1c-4cb7-9e39-9bb610736d88,temperature,62.06,Celsius,Site_Marseille,Machine_A2,2026-01-04T10:20:38.400000,False,2026-01-04 10:20:38.400,2026,1,4,10,2026-01-04 23:28:57.127714
ec3045ef-4b4d-4c8c-87c5-50dfdc7b6338,temperature,54.81,Celsius,Site_Marseille,Machine_A2,2026-01-04T10:23:31.200000,False,2026-01-04 10:23:31.200,2026,1,4,10,2026-01-04 23:28:57.127714
6fbd77b0-beb8-4551-9f1b-9d90153dc31b,temperature,57.89,Celsius,Site_Marseille,Machine_A1,2026-01-04T10:29:16.800000,False,2026-01-04 10:29:16.800,2026,1,4,10,2026-01-04 23:28:57.127714
a951ee80-540f-4d49-9fee-33dedd446186,temperature,81.95,Celsius,Site_Marseille,Machine_C1,2026-01-04T10:30:43.200000,False,2026-01-04 10:30:43.200,2026,1,4,10,2026-01-04 23:28:57.127714
32f05f64-470a-48c2-8ee9-cdd4f191a5d3,temperature,84.72,Celsius,Site_Marseille,Machine_B2,2026-01-04T10:36:28.800000,False,2026-01-04 10:36:28.800,2026,1,4,10,2026-01-04 23:28:57.127714
0f1f90f9-0eb6-44ad-bdff-16aed5770870,temperature,29.71,Celsius,Site_Marseille,Machine_B2,2026-01-04T11:00:57.600000,False,2026-01-04 11:00:57.600,2026,1,4,11,2026-01-04 23:28:57.127714
151696c2-36ae-4b5a-8acb-d54711c84ac3,temperature,37.63,Celsius,Site_Marseille,Machine_A1,2026-01-04T11:25:26.400000,False,2026-01-04 11:25:26.400,2026,1,4,11,2026-01-04 23:28:57.127714
724ed338-051d-41cf-a153-c22910943fb7,temperature,20.21,Celsius,Site_Marseille,Machine_A1,2026-01-04T11:32:38.400000,False,2026-01-04 11:32:38.400,2026,1,4,11,2026-01-04 23:28:57.127714
b8f833b0-be53-467b-944c-8dc4da2018b8,temperature,70.41,Celsius,Site_Marseille,Machine_B1,2026-01-04T11:41:16.800000,False,2026-01-04 11:41:16.800,2026,1,4,11,2026-01-04 23:28:57.127714
c97c50d5-1f68-4e9f-bb3e-8e641f0f831a,temperature,72.81,Celsius,Site_Marseille,Machine_A1,2026-01-04T11:42:43.200000,False,2026-01-04 11:42:43.200,2026,1,4,11,2026-01-04 23:28:57.127714
c31b9f15-564e-4fd5-ab5b-acbd27122fdf,temperature,62.66,Celsius,Site_Marseille,Machine_B2,2026-01-04T11:48:28.800000,False,2026-01-04 11:48:28.800,2026,1,4,11,2026-01-04 23:28:57.127714
175006ab-4c07-4667-9d47-d33bb39eb57e,temperature,34.87,Celsius,Site_Marseille,Machine_B1,2026-01-04T11:54:14.400000,False,2026-01-04 11:54:14.400,2026,1,4,11,2026-01-04 23:28:57.127714
015ac7a1-fca2-4043-9f3a-83348cea0a4d,temperature,70.19,Celsius,Site_Marseille,Machine_B2,2026-01-04T12:10:04.800000,False,2026-01-04 12:10:04.800,2026,1,4,12,2026-01-04 23:28:57.127714
c756467e-c582-461b-bbeb-768a5fe729cd,temperature,32.44,Celsius,Site_Marseille,Machine_B2,2026-01-04T00:04:19.200000,False,2026-01-04 00:04:19.200,2026,1,4,0,2026-01-04 23:28:57.127714
91827b98-2ef4-4ab6-8b1d-01ccfbb8504a,temperature,65.33,Celsius,Site_Marseille,Machine_B2,2026-01-04T00:11:31.200000,False,2026-01-04 00:11:31.200,2026,1,4,0,2026-01-04 23:28:57.127714
91fc8867-5a5b-4d76-ad04-39530798fbf5,temperature,68.37,Celsius,Site_Marseille,Machine_B2,2026-01-04T00:18:43.200000,False,2026-01-04 00:18:43.200,2026,1,4,0,2026-01-04 23:28:57.127714
15bb47eb-dffc-4d58-a1fa-7b56dee2fad4,temperature,79.14,Celsius,Site_Marseille,Machine_A2,2026-01-04T00:40:19.200000,False,2026-01-04 00:40:19.200,2026,1,4,0,2026-01-04 23:28:57.127714
afba5cda-371b-4e1d-a9f5-25ecd5247439,temperature,24.68,Celsius,Site_Marseille,Machine_A1,2026-01-04T01:06:14.400000,False,2026-01-04 01:06:14.400,2026,1,4,1,2026-01-04 23:28:57.127714
099957a5-f10d-400d-88e0-c67111a70290,temperature,74.04,Celsius,Site_Marseille,Machine_A2,2026-01-04T01:14:52.800000,False,2026-01-04 01:14:52.800,2026,1,4,1,2026-01-04 23:28:57.127714
8d549952-a30a-44bc-bef8-6d3491e1de9c,temperature,64.56,Celsius,Site_Marseille,Machine_A2,2026-01-04T01:23:31.200000,False,2026-01-04 01:23:31.200,2026,1,4,1,2026-01-04 23:28:57.127714
33da7096-4665-4c50-95c3-e1b1e9ec96d9,temperature,43.89,Celsius,Site_Marseille,Machine_A2,2026-01-04T01:24:57.600000,False,2026-01-04 01:24:57.600,2026,1,4,1,2026-01-04 23:28:57.127714
39e2c72a-9db7-4357-bdf7-25a472c0328a,temperature,49.58,Celsius,Site_Marseille,Machine_A1,2026-01-04T01:42:14.400000,False,2026-01-04 01:42:14.400,2026,1,4,1,2026-01-04 23:28:57.127714
7a219a16-309a-47a4-a8f4-14e0a590284f,temperature,48.97,Celsius,Site_Marseille,Machine_A2,2026-01-04T01:43:40.800000,False,2026-01-04 01:43:40.800,2026,1,4,1,2026-01-04 23:28:57.127714
c7c9e1ed-be7e-4397-9696-3588e42273ba,temperature,20.79,Celsius,Site_Marseille,Machine_A2,2026-01-04T01:45:07.200000,False,2026-01-04 01:45:07.200,2026,1,4,1,2026-01-04 23:28:57.127714
52f56e0e-a2aa-4630-bd26-6ecc3fddc2a9,temperature,74.07,Celsius,Site_Marseille,Machine_A1,2026-01-04T01:50:52.800000,False,2026-01-04 01:50:52.800,2026,1,4,1,2026-01-04 23:28:57.127714
5d1eabb7-ce38-4e48-bcc9-5e5020d143ac,temperature,58.91,Celsius,Site_Marseille,Machine_A1,2026-01-04T02:11:02.400000,False,2026-01-04 02:11:02.400,2026,1,4,2,2026-01-04 23:28:57.127714
86bbd18c-be21-4e0a-9b9b-09fff76b77d8,temperature,35.97,Celsius,Site_Marseille,Machine_A1,2026-01-04T02:12:28.800000,False,2026-01-04 02:12:28.800,2026,1,4,2,2026-01-04 23:28:57.127714
50d1c058-6172-4f55-a61d-ef4e261f3f80,temperature,31.06,Celsius,Site_Marseille,Machine_B1,2026-01-04T02:32:38.400000,False,2026-01-04 02:32:38.400,2026,1,4,2,2026-01-04 23:28:57.127714
e9146c7c-39e9-4a12-942f-28af364adeaa,temperature,44.12,Celsius,Site_Marseille,Machine_B1,2026-01-04T02:34:04.800000,False,2026-01-04 02:34:04.800,2026,1,4,2,2026-01-04 23:28:57.127714
6bd20312-d02a-4eb2-9bfc-2d1423f074bc,temperature,75.21,Celsius,Site_Marseille,Machine_A2,2026-01-04T02:44:09.600000,False,2026-01-04 02:44:09.600,2026,1,4,2,2026-01-04 23:28:57.127714
36107c76-2e06-4db1-b6ac-ea3e41f3e5cd,temperature,32.24,Celsius,Site_Marseille,Machine_A1,2026-01-04T02:55:40.800000,False,2026-01-04 02:55:40.800,2026,1,4,2,2026-01-04 23:28:57.127714
3a0fb69f-e0fa-492c-ac30-e3f6d04fe22f,temperature,67.47,Celsius,Site_Marseille,Machine_C1,2026-01-04T03:20:09.600000,False,2026-01-04 03:20:09.600,2026,1,4,3,2026-01-04 23:28:57.127714
7b4cde84-ebf8-4a9d-b95d-c9b5fc281d7f,temperature,104.09,Celsius,Site_Marseille,Machine_C1,2026-01-04T03:23:02.400000,True,2026-01-04 03:23:02.400,2026,1,4,3,2026-01-04 23:28:57.127714
a162b750-2128-46e7-a2aa-a5fc01182b46,temperature,41.88,Celsius,Site_Marseille,Machine_B2,2026-01-04T03:25:55.200000,False,2026-01-04 03:25:55.200,2026,1,4,3,2026-01-04 23:28:57.127714
5c32e665-fa1a-4102-a709-a09ceb461499,temperature,27.41,Celsius,Site_Marseille,Machine_A1,2026-01-04T03:27:21.600000,False,2026-01-04 03:27:21.600,2026,1,4,3,2026-01-04 23:28:57.127714
23f8b32d-bd1d-45ec-8875-7a8f16da4925,temperature,23.88,Celsius,Site_Marseille,Machine_B2,2026-01-04T04:14:52.800000,False,2026-01-04 04:14:52.800,2026,1,4,4,2026-01-04 23:28:57.127714
0c5cbcdc-fa39-4679-b3d5-bd758aa3168e,temperature,115.42,Celsius,Site_Marseille,Machine_B1,2026-01-04T04:23:31.200000,True,2026-01-04 04:23:31.200,2026,1,4,4,2026-01-04 23:28:57.127714
3b425697-fdc5-46f2-85c4-780669d76fb7,temperature,82.83,Celsius,Site_Marseille,Machine_A1,2026-01-04T04:27:50.400000,False,2026-01-04 04:27:50.400,2026,1,4,4,2026-01-04 23:28:57.127714
7bc322c4-90d9-46bc-93a7-fa71bd15c0b1,temperature,78.42,Celsius,Site_Marseille,Machine_A1,2026-01-04T04:36:28.800000,False,2026-01-04 04:36:28.800,2026,1,4,4,2026-01-04 23:28:57.127714
bb355ca4-c302-47cd-bd65-f411a2100ae1,temperature,46.72,Celsius,Site_Marseille,Machine_B1,2026-01-04T05:08:09.600000,False,2026-01-04 05:08:09.600,2026,1,4,5,2026-01-04 23:28:57.127714
d04f910a-c5c8-40d1-9eb6-461ebaefa778,temperature,78.17,Celsius,Site_Marseille,Machine_A1,2026-01-04T05:18:14.400000,False,2026-01-04 05:18:14.400,2026,1,4,5,2026-01-04 23:28:57.127714
12bdbc3e-0a8b-465e-80c1-4697a713b9a2,temperature,52.46,Celsius,Site_Marseille,Machine_A1,2026-01-04T05:28:19.200000,False,2026-01-04 05:28:19.200,2026,1,4,5,2026-01-04 23:28:57.127714
475b6492-e1bc-4b2d-90a1-ba714786bc30,temperature,30.44,Celsius,Site_Marseille,Machine_B2,2026-01-04T05:57:07.200000,False,2026-01-04 05:57:07.200,2026,1,4,5,2026-01-04 23:28:57.127714
6a78ffb8-e373-46c4-813b-6c189638625d,temperature,47.32,Celsius,Site_Marseille,Machine_B2,2026-01-04T06:12:57.600000,False,2026-01-04 06:12:57.600,2026,1,4,6,2026-01-04 23:28:57.127714
460e590c-65f4-4970-8ffc-5447427fad3e,temperature,35.75,Celsius,Site_Marseille,Machine_A1,2026-01-04T06:25:55.200000,False,2026-01-04 06:25:55.200,2026,1,4,6,2026-01-04 23:28:57.127714
6527a62a-1774-4118-857c-4a6b45fc9417,temperature,46.82,Celsius,Site_Paris,Machine_B1,2026-01-04T05:32:38.400000,False,2026-01-04 05:32:38.400,2026,1,4,5,2026-01-04 23:28:57.127714
75e929b3-6ba0-4cc8-90da-990bbffa4225,temperature,63.52,Celsius,Site_Paris,Machine_A2,2026-01-04T05:34:04.800000,False,2026-01-04 05:34:04.800,2026,1,4,5,2026-01-04 23:28:57.127714
88ed2131-7334-41fc-a189-0cda5412430e,temperature,73.28,Celsius,Site_Paris,Machine_A1,2026-01-04T05:42:43.200000,False,2026-01-04 05:42:43.200,2026,1,4,5,2026-01-04 23:28:57.127714
84bbabaf-3e6a-41a3-b3a4-89971d6b2025,temperature,26.56,Celsius,Site_Paris,Machine_B1,2026-01-04T05:55:40.800000,False,2026-01-04 05:55:40.800,2026,1,4,5,2026-01-04 23:28:57.127714
60ba28c9-9aab-497e-a0dc-cfdfc4fe619b,temperature,65.25,Celsius,Site_Paris,Machine_B2,2026-01-04T06:02:52.800000,False,2026-01-04 06:02:52.800,2026,1,4,6,2026-01-04 23:28:57.127714
f4bade3e-d978-46c3-a80e-7b662e25b800,temperature,63.24,Celsius,Site_Paris,Machine_A1,2026-01-04T06:34:33.600000,False,2026-01-04 06:34:33.600,2026,1,4,6,2026-01-04 23:28:57.127714
3bbdccf2-5ac1-4411-822f-bc399dfac8d5,temperature,66.43,Celsius,Site_Paris,Machine_C1,2026-01-04T06:37:26.400000,False,2026-01-04 06:37:26.400,2026,1,4,6,2026-01-04 23:28:57.127714
bf7e6b23-d4d9-4848-8025-938ba125d45f,temperature,76.77,Celsius,Site_Paris,Machine_A1,2026-01-04T06:46:04.800000,False,2026-01-04 06:46:04.800,2026,1,4,6,2026-01-04 23:28:57.127714
dd04e731-73a5-433c-ad87-95c2c9bd6b8a,temperature,76.05,Celsius,Site_Paris,Machine_C1,2026-01-04T06:54:43.200000,False,2026-01-04 06:54:43.200,2026,1,4,6,2026-01-04 23:28:57.127714
06636ed5-b4e1-406b-b3f5-2d20d08dd27a,temperature,63.15,Celsius,Site_Paris,Machine_C1,2026-01-04T06:56:09.600000,False,2026-01-04 06:56:09.600,2026,1,4,6,2026-01-04 23:28:57.127714
dfb6709a-e9a6-4af3-b180-c011feb9f98c,temperature,65.38,Celsius,Site_Paris,Machine_B1,2026-01-04T07:10:33.600000,False,2026-01-04 07:10:33.600,2026,1,4,7,2026-01-04 23:28:57.127714
9286b9b7-9201-41d8-bba3-77653de0c72b,temperature,41.97,Celsius,Site_Paris,Machine_A2,2026-01-04T07:30:43.200000,False,2026-01-04 07:30:43.200,2026,1,4,7,2026-01-04 23:28:57.127714
4851f80f-489e-43ed-8f90-b3787b0437eb,temperature,52.77,Celsius,Site_Paris,Machine_B2,2026-01-04T07:42:14.400000,False,2026-01-04 07:42:14.400,2026,1,4,7,2026-01-04 23:28:57.127714
93e31d58-2d21-428f-863d-19ca7f402fb4,temperature,24.13,Celsius,Site_Paris,Machine_A1,2026-01-04T07:50:52.800000,False,2026-01-04 07:50:52.800,2026,1,4,7,2026-01-04 23:28:57.127714
eb2a05e6-333b-4ad8-81fb-1b9cd19fe901,temperature,79.85,Celsius,Site_Paris,Machine_A1,2026-01-04T07:58:04.800000,False,2026-01-04 07:58:04.800,2026,1,4,7,2026-01-04 23:28:57.127714
24cd54f6-52c8-4337-b810-54d0e97aa1bb,temperature,52.47,Celsius,Site_Paris,Machine_A2,2026-01-04T08:12:28.800000,False,2026-01-04 08:12:28.800,2026,1,4,8,2026-01-04 23:28:57.127714
d7a6d1bb-ddd7-41a2-a0af-37fd84b06900,temperature,37.55,Celsius,Site_Paris,Machine_C1,2026-01-04T08:19:40.800000,False,2026-01-04 08:19:40.800,2026,1,4,8,2026-01-04 23:28:57.127714
4393857b-4e9e-48f9-9672-f38a50546723,temperature,31.64,Celsius,Site_Paris,Machine_B2,2026-01-04T08:22:33.600000,False,2026-01-04 08:22:33.600,2026,1,4,8,2026-01-04 23:28:57.127714
cc3d4c28-11a6-40c1-90f5-949935a6e1ee,temperature,36.09,Celsius,Site_Paris,Machine_A2,2026-01-04T08:25:26.400000,False,2026-01-04 08:25:26.400,2026,1,4,8,2026-01-04 23:28:57.127714
648a873b-9777-4d94-85f2-e2b33c28c6c2,temperature,68.69,Celsius,Site_Paris,Machine_B2,2026-01-04T08:34:04.800000,False,2026-01-04 08:34:04.800,2026,1,4,8,2026-01-04 23:28:57.127714
66148473-3a5f-4553-aaae-2e9f059fba84,temperature,48.39,Celsius,Site_Paris,Machine_C1,2026-01-04T08:36:57.600000,False,2026-01-04 08:36:57.600,2026,1,4,8,2026-01-04 23:28:57.127714
7b74662c-774e-4901-821a-f4bfcf530300,temperature,69.33,Celsius,Site_Paris,Machine_B1,2026-01-04T08:41:16.800000,False,2026-01-04 08:41:16.800,2026,1,4,8,2026-01-04 23:28:57.127714
6af9ef2a-8bb3-4395-88a1-fe74e7288b82,temperature,82.76,Celsius,Site_Paris,Machine_B1,2026-01-04T08:42:43.200000,False,2026-01-04 08:42:43.200,2026,1,4,8,2026-01-04 23:28:57.127714
a4cf7be6-64a5-4276-bba3-2febf8162ff5,temperature,76.16,Celsius,Site_Paris,Machine_B1,2026-01-04T08:47:02.400000,False,2026-01-04 08:47:02.400,2026,1,4,8,2026-01-04 23:28:57.127714
25f89cdd-fa06-4264-bd8d-c400bec3f91e,temperature,34.37,Celsius,Site_Paris,Machine_B2,2026-01-04T08:48:28.800000,False,2026-01-04 08:48:28.800,2026,1,4,8,2026-01-04 23:28:57.127714
41d2c283-f775-4048-a1ad-3c685f083b3a,temperature,48.81,Celsius,Site_Paris,Machine_C1,2026-01-04T09:10:04.800000,False,2026-01-04 09:10:04.800,2026,1,4,9,2026-01-04 23:28:57.127714
caf96182-cc5b-402d-985c-3b1f4a4cb881,temperature,53.19,Celsius,Site_Paris,Machine_B2,2026-01-04T09:38:52.800000,False,2026-01-04 09:38:52.800,2026,1,4,9,2026-01-04 23:28:57.127714
e53962f6-4c1b-4d5f-b42d-0427868ae0cd,temperature,28.19,Celsius,Site_Paris,Machine_A2,2026-01-04T09:40:19.200000,False,2026-01-04 09:40:19.200,2026,1,4,9,2026-01-04 23:28:57.127714
7ef41c29-cbb8-4bf1-8828-153edba91102,temperature,60.42,Celsius,Site_Paris,Machine_B1,2026-01-04T09:44:38.400000,False,2026-01-04 09:44:38.400,2026,1,4,9,2026-01-04 23:28:57.127714
dd80b429-5347-43a5-813f-321ec5941b21,temperature,27.54,Celsius,Site_Paris,Machine_A1,2026-01-04T10:01:55.200000,False,2026-01-04 10:01:55.200,2026,1,4,10,2026-01-04 23:28:57.127714
2e99f400-3631-4812-aff4-02c3b6b09fcb,temperature,60.74,Celsius,Site_Paris,Machine_C1,2026-01-04T10:03:21.600000,False,2026-01-04 10:03:21.600,2026,1,4,10,2026-01-04 23:28:57.127714
01c857f6-9b05-48ac-bc91-d9689cefb4a9,temperature,42.46,Celsius,Site_Paris,Machine_B2,2026-01-04T10:35:02.400000,False,2026-01-04 10:35:02.400,2026,1,4,10,2026-01-04 23:28:57.127714
05920ee1-e5b5-4d16-851a-effac52c4368,temperature,68.17,Celsius,Site_Paris,Machine_A1,2026-01-04T00:46:04.800000,False,2026-01-04 00:46:04.800,2026,1,4,0,2026-01-04 23:28:57.127714
79376e95-b54b-44aa-9802-fdb50daa6da4,temperature,52.88,Celsius,Site_Paris,Machine_A2,2026-01-04T00:47:31.200000,False,2026-01-04 00:47:31.200,2026,1,4,0,2026-01-04 23:28:57.127714
70d488a2-d15a-4db5-b101-165a441bdf85,temperature,82.07,Celsius,Site_Paris,Machine_B1,2026-01-04T00:53:16.800000,False,2026-01-04 00:53:16.800,2026,1,4,0,2026-01-04 23:28:57.127714
04104cf4-2766-40de-aeba-c7979af31182,temperature,52.09,Celsius,Site_Paris,Machine_B2,2026-01-04T01:07:40.800000,False,2026-01-04 01:07:40.800,2026,1,4,1,2026-01-04 23:28:57.127714
259c55c3-5ea1-4bf8-b0e5-656b3e00b2e9,temperature,51.61,Celsius,Site_Paris,Machine_C1,2026-01-04T01:30:43.200000,False,2026-01-04 01:30:43.200,2026,1,4,1,2026-01-04 23:28:57.127714
8b58f958-1fe0-4b18-b619-22317ddd797d,temperature,52.05,Celsius,Site_Paris,Machine_A1,2026-01-04T01:32:09.600000,False,2026-01-04 01:32:09.600,2026,1,4,1,2026-01-04 23:28:57.127714
2f83fb51-47f2-4cf4-9d51-82ce451ebe45,temperature,79.91,Celsius,Site_Paris,Machine_B1,2026-01-04T01:59:31.200000,False,2026-01-04 01:59:31.200,2026,1,4,1,2026-01-04 23:28:57.127714
abcf3e75-3e05-4401-9737-3532ff9784bd,temperature,50.75,Celsius,Site_Paris,Machine_C1,2026-01-04T02:00:57.600000,False,2026-01-04 02:00:57.600,2026,1,4,2,2026-01-04 23:28:57.127714
2c7be9a2-c4c0-4754-901d-3eddddb38665,temperature,55.49,Celsius,Site_Paris,Machine_B2,2026-01-04T02:13:55.200000,False,2026-01-04 02:13:55.200,2026,1,4,2,2026-01-04 23:28:57.127714
f4bb670e-de29-4b09-aa60-7ac9881a351f,temperature,58.39,Celsius,Site_Paris,Machine_A1,2026-01-04T02:19:40.800000,False,2026-01-04 02:19:40.800,2026,1,4,2,2026-01-04 23:28:57.127714
623ef446-a4f6-450d-8ebb-8896cac3a15e,temperature,29.53,Celsius,Site_Paris,Machine_B1,2026-01-04T02:39:50.400000,False,2026-01-04 02:39:50.400,2026,1,4,2,2026-01-04 23:28:57.127714
19b5e777-1761-4a6a-992f-c091033e9a77,temperature,41.82,Celsius,Site_Paris,Machine_B1,2026-01-04T02:42:43.200000,False,2026-01-04 02:42:43.200,2026,1,4,2,2026-01-04 23:28:57.127714
8a66deaa-fe14-4691-baa4-2f46db8078bf,temperature,56.51,Celsius,Site_Paris,Machine_C1,2026-01-04T02:47:02.400000,False,2026-01-04 02:47:02.400,2026,1,4,2,2026-01-04 23:28:57.127714
eb036cc4-fd14-42c7-870b-14da1f36b71c,temperature,81.79,Celsius,Site_Paris,Machine_B1,2026-01-04T02:57:07.200000,False,2026-01-04 02:57:07.200,2026,1,4,2,2026-01-04 23:28:57.127714
bdc996b4-4875-4ed2-870d-22c24c006503,temperature,33.18,Celsius,Site_Paris,Machine_B2,2026-01-04T03:02:52.800000,False,2026-01-04 03:02:52.800,2026,1,4,3,2026-01-04 23:28:57.127714
7b599fd2-f53d-4fcf-af71-05e927e01e26,temperature,80.57,Celsius,Site_Paris,Machine_A2,2026-01-04T03:11:31.200000,False,2026-01-04 03:11:31.200,2026,1,4,3,2026-01-04 23:28:57.127714
14265ea9-2d2e-43f7-a7f8-c4b2cb33c7db,temperature,34.25,Celsius,Site_Paris,Machine_B1,2026-01-04T03:12:57.600000,False,2026-01-04 03:12:57.600,2026,1,4,3,2026-01-04 23:28:57.127714
d8d14bba-37db-4286-86b1-c04f6c45cb6d,temperature,64.95,Celsius,Site_Paris,Machine_A1,2026-01-04T03:17:16.800000,False,2026-01-04 03:17:16.800,2026,1,4,3,2026-01-04 23:28:57.127714
49589cd9-981c-4a87-951b-94be0d15adfb,temperature,44.95,Celsius,Site_Paris,Machine_B2,2026-01-04T03:18:43.200000,False,2026-01-04 03:18:43.200,2026,1,4,3,2026-01-04 23:28:57.127714
78bb635c-e4fe-4fb2-9d1b-9968c9aca9bb,temperature,118.75,Celsius,Site_Paris,Machine_A1,2026-01-04T03:30:14.400000,True,2026-01-04 03:30:14.400,2026,1,4,3,2026-01-04 23:28:57.127714
ef46ac94-cd5e-4662-a7f0-b31187fd57ba,temperature,75.24,Celsius,Site_Paris,Machine_B2,2026-01-04T04:01:55.200000,False,2026-01-04 04:01:55.200,2026,1,4,4,2026-01-04 23:28:57.127714
f1e63d3e-da48-4e52-a35d-4596fe029991,temperature,84.13,Celsius,Site_Paris,Machine_C1,2026-01-04T04:03:21.600000,False,2026-01-04 04:03:21.600,2026,1,4,4,2026-01-04 23:28:57.127714
c77fde0b-776d-419e-8c3e-eaf9d61ddccc,temperature,38.87,Celsius,Site_Paris,Machine_B1,2026-01-04T04:07:40.800000,False,2026-01-04 04:07:40.800,2026,1,4,4,2026-01-04 23:28:57.127714
b3d70440-1c0a-4ec6-84ec-e5b07218e100,temperature,73.22,Celsius,Site_Paris,Machine_A1,2026-01-04T04:22:04.800000,False,2026-01-04 04:22:04.800,2026,1,4,4,2026-01-04 23:28:57.127714
1781383a-4da3-4010-9e68-9332eb00b9ed,temperature,53.12,Celsius,Site_Paris,Machine_B1,2026-01-04T04:35:02.400000,False,2026-01-04 04:35:02.400,2026,1,4,4,2026-01-04 23:28:57.127714
e50a3489-d56d-40e0-9c71-326a59420dd2,temperature,41.21,Celsius,Site_Paris,Machine_B2,2026-01-04T04:42:14.400000,False,2026-01-04 04:42:14.400,2026,1,4,4,2026-01-04 23:28:57.127714
9e94d0b8-ba7c-4059-a16c-e226eb2bcb4a,temperature,113.67,Celsius,Site_Paris,Machine_A2,2026-01-04T04:49:26.400000,True,2026-01-04 04:49:26.400,2026,1,4,4,2026-01-04 23:28:57.127714
