sensor_id,type,value,unit,site,machine,timestamp,is_critical,value_pascal,timestamp_dt,year,month,day,hour,ingestion_timestamp
abf7cd20-931a-4c42-b542-07f063783faa,pressure,1.641,Bar,Site_Lyon,Machine_B2,2026-01-04T13:56:38.400000,False,164100.0,2026-01-04 13:56:38.400,2026,1,4,13,2026-01-04 23:29:08.023034
753600c9-125f-448b-8f5d-733301f84a24,pressure,4.738,Bar,Site_Lyon,Machine_A2,2026-01-04T14:00:57.600000,False,473800.0,2026-01-04 14:00:57.600,2026,1,4,14,2026-01-04 23:29:08.023034
9059c6fa-2b31-4041-a8ea-1e0035fe0029,pressure,4.531,Bar,Site_Lyon,Machine_B1,2026-01-04T14:06:43.200000,False,453100.0,2026-01-04 14:06:43.200,2026,1,4,14,2026-01-04 23:29:08.023034
af2411a0-07b6-4d51-bb95-47a9bd6f6de6,pressure,4.506,Bar,Site_Lyon,Machine_C1,2026-01-04T14:08:09.600000,False,450600.0,2026-01-04 14:08:09.600,2026,1,4,14,2026-01-04 23:29:08.023034
1ec380ef-0f5a-479a-b19c-10cf281481ce,pressure,4.784,Bar,Site_Lyon,Machine_C1,2026-01-04T14:19:40.800000,False,478400.0,2026-01-04 14:19:40.800,2026,1,4,14,2026-01-04 23:29:08.023034
5618f0b2-22ce-4776-beef-82f579106bd7,pressure,2.665,Bar,Site_Lyon,Machine_A1,2026-01-04T14:22:33.600000,False,266500.0,2026-01-04 14:22:33.600,2026,1,4,14,2026-01-04 23:29:08.023034
8ea39182-88e8-4b37-bac2-632c0569e922,pressure,4.413,Bar,Site_Lyon,Machine_C1,2026-01-04T14:26:52.800000,False,441300.0,2026-01-04 14:26:52.800,2026,1,4,14,2026-01-04 23:29:08.023034
05e9faf4-54d3-48c0-a3ec-aa9b93853b22,pressure,6.947,Bar,Site_Lyon,Machine_B1,2026-01-04T14:36:57.600000,False,694700.0,2026-01-04 14:36:57.600,2026,1,4,14,2026-01-04 23:29:08.023034
468cb311-c7d0-4079-a249-e37df7bb57b2,pressure,1.098,Bar,Site_Lyon,Machine_C1,2026-01-04T14:57:07.200000,False,109800.0,2026-01-04 14:57:07.200,2026,1,4,14,2026-01-04 23:29:08.023034
ad4924df-8ce9-4cb5-8b7e-cd2a8f0b8067,pressure,4.341,Bar,Site_Lyon,Machine_A2,2026-01-04T15:01:26.400000,False,434100.0,2026-01-04 15:01:26.400,2026,1,4,15,2026-01-04 23:29:08.023034
26e0f23d-e9d9-4134-9ee2-96d485683ede,pressure,7.562,Bar,Site_Lyon,Machine_A1,2026-01-04T15:05:45.600000,False,756200.0,2026-01-04 15:05:45.600,2026,1,4,15,2026-01-04 23:29:08.023034
52c5a385-8df7-4356-bdef-037390bf4f65,pressure,6.024,Bar,Site_Lyon,Machine_B1,2026-01-04T15:23:02.400000,False,602400.0,2026-01-04 15:23:02.400,2026,1,4,15,2026-01-04 23:29:08.023034
19f1f230-e969-4312-b11e-4fea3732f911,pressure,7.863,Bar,Site_Paris,Machine_C1,2026-01-04T01:49:26.400000,False,786300.0,2026-01-04 01:49:26.400,2026,1,4,1,2026-01-04 23:29:08.023034
d76bece6-122a-4839-aa5f-6f5f3045a483,pressure,2.505,Bar,Site_Paris,Machine_A2,2026-01-04T02:05:16.800000,False,250500.0,2026-01-04 02:05:16.800,2026,1,4,2,2026-01-04 23:29:08.023034
3f4c6fcd-caa3-4005-b0e0-a9241fa76054,pressure,2.063,Bar,Site_Paris,Machine_A2,2026-01-04T02:11:02.400000,False,206300.0,2026-01-04 02:11:02.400,2026,1,4,2,2026-01-04 23:29:08.023034
88cf0fa0-d04f-4581-be47-db71d1e76ff5,pressure,6.615,Bar,Site_Paris,Machine_B2,2026-01-04T02:18:14.400000,False,661500.0,2026-01-04 02:18:14.400,2026,1,4,2,2026-01-04 23:29:08.023034
aaffefa4-4b92-4f3c-bc72-034e02b7da44,pressure,1.684,Bar,Site_Paris,Machine_B2,2026-01-04T02:32:38.400000,False,168400.0,2026-01-04 02:32:38.400,2026,1,4,2,2026-01-04 23:29:08.023034
dd833921-69f9-4337-a6ad-b6002afda42c,pressure,3.467,Bar,Site_Paris,Machine_C1,2026-01-04T02:42:43.200000,False,346700.0,2026-01-04 02:42:43.200,2026,1,4,2,2026-01-04 23:29:08.023034
54a45f51-2fd2-4c25-b0ef-fce611803655,pressure,7.292,Bar,Site_Paris,Machine_B1,2026-01-04T02:57:07.200000,False,729200.0,2026-01-04 02:57:07.200,2026,1,4,2,2026-01-04 23:29:08.023034
c61f9a3e-3e69-4269-aa3b-8cbaca956431,pressure,4.172,Bar,Site_Paris,Machine_C1,2026-01-04T02:58:33.600000,False,417200.0,2026-01-04 02:58:33.600,2026,1,4,2,2026-01-04 23:29:08.023034
6a04b333-14b1-4902-937e-1b66a7ee112a,pressure,7.478,Bar,Site_Paris,Machine_B2,2026-01-04T03:01:26.400000,False,747800.0,2026-01-04 03:01:26.400,2026,1,4,3,2026-01-04 23:29:08.023034
56839a5b-3130-4ca3-a470-04b512f96706,pressure,2.596,Bar,Site_Paris,Machine_B1,2026-01-04T03:08:38.400000,False,259600.0,2026-01-04 03:08:38.400,2026,1,4,3,2026-01-04 23:29:08.023034
b0737614-91a0-43fa-8df8-c9327a767d4d,pressure,1.598,Bar,Site_Paris,Machine_B2,2026-01-04T03:12:57.600000,False,159800.0,2026-01-04 03:12:57.600,2026,1,4,3,2026-01-04 23:29:08.023034
b185d480-7f1d-44ef-b7c3-85e6d209d08e,pressure,2.523,Bar,Site_Paris,Machine_B2,2026-01-04T03:18:43.200000,False,252300.0,2026-01-04 03:18:43.200,2026,1,4,3,2026-01-04 23:29:08.023034
74bae6b0-7ad4-4345-a19f-5d140a0ac63f,pressure,6.854,Bar,Site_Paris,Machine_A1,2026-01-04T03:30:14.400000,False,685400.0,2026-01-04 03:30:14.400,2026,1,4,3,2026-01-04 23:29:08.023034
7f383fb9-09b8-4fca-823d-9e6ef94be1bb,pressure,5.605,Bar,Site_Paris,Machine_C1,2026-01-04T03:33:07.200000,False,560500.0,2026-01-04 03:33:07.200,2026,1,4,3,2026-01-04 23:29:08.023034
88679cbe-77c9-4d88-9a4f-15f5563bbc5d,pressure,7.993,Bar,Site_Paris,Machine_A2,2026-01-04T03:38:52.800000,False,799300.0,2026-01-04 03:38:52.800,2026,1,4,3,2026-01-04 23:29:08.023034
16dbb5a6-c402-4a3c-8f86-362611dfa9ee,pressure,4.248,Bar,Site_Paris,Machine_A1,2026-01-04T03:41:45.600000,False,424800.0,2026-01-04 03:41:45.600,2026,1,4,3,2026-01-04 23:29:08.023034
0afd0f23-490a-417d-8811-30e9a1cfbe98,pressure,4.212,Bar,Site_Paris,Machine_B1,2026-01-04T04:00:28.800000,False,421200.0,2026-01-04 04:00:28.800,2026,1,4,4,2026-01-04 23:29:08.023034
97c35723-c430-45c0-8191-02b5de0e18b8,pressure,6.235,Bar,Site_Paris,Machine_A1,2026-01-04T04:03:21.600000,False,623500.0,2026-01-04 04:03:21.600,2026,1,4,4,2026-01-04 23:29:08.023034
ecd3b695-a070-493f-8ca5-029e117c0baf,pressure,6.888,Bar,Site_Paris,Machine_A2,2026-01-04T04:24:57.600000,False,688800.0,2026-01-04 04:24:57.600,2026,1,4,4,2026-01-04 23:29:08.023034
f6673ca8-6b16-4812-b85f-4b9deb7bed27,pressure,5.654,Bar,Site_Paris,Machine_B1,2026-01-04T04:35:02.400000,False,565400.0,2026-01-04 04:35:02.400,2026,1,4,4,2026-01-04 23:29:08.023034
ab3aed89-07a1-4879-b39c-b2e8ad85062c,pressure,2.353,Bar,Site_Paris,Machine_B1,2026-01-04T04:45:07.200000,False,235300.0,2026-01-04 04:45:07.200,2026,1,4,4,2026-01-04 23:29:08.023034
3e56323b-ed11-4b45-bf3f-318f4336cc75,pressure,4.506,Bar,Site_Paris,Machine_B1,2026-01-04T04:58:04.800000,False,450600.0,2026-01-04 04:58:04.800,2026,1,4,4,2026-01-04 23:29:08.023034
258ea3f0-fe5c-4608-be42-748c6865114c,pressure,1.183,Bar,Site_Paris,Machine_B2,2026-01-04T05:11:02.400000,False,118300.0,2026-01-04 05:11:02.400,2026,1,4,5,2026-01-04 23:29:08.023034
0afaed01-21cd-45a1-873c-bf581ee29d33,pressure,4.491,Bar,Site_Paris,Machine_B1,2026-01-04T05:19:40.800000,False,449100.0,2026-01-04 05:19:40.800,2026,1,4,5,2026-01-04 23:29:08.023034
005b67f2-43f9-477e-a841-f5e8624c410c,pressure,4.874,Bar,Site_Paris,Machine_B1,2026-01-04T05:28:19.200000,False,487400.0,2026-01-04 05:28:19.200,2026,1,4,5,2026-01-04 23:29:08.023034
5eaa53fc-55c3-4940-adea-ec86bd45a3e5,pressure,6.911,Bar,Site_Paris,Machine_A1,2026-01-04T05:29:45.600000,False,691100.0,2026-01-04 05:29:45.600,2026,1,4,5,2026-01-04 23:29:08.023034
85048dfc-96a8-4c8c-9ec2-f6d7c93a6729,pressure,6.946,Bar,Site_Paris,Machine_B1,2026-01-04T05:39:50.400000,False,694600.0,2026-01-04 05:39:50.400,2026,1,4,5,2026-01-04 23:29:08.023034
3eb4ab0d-88f5-43e9-a00c-b1a7fca1b1c9,pressure,1.377,Bar,Site_Paris,Machine_A2,2026-01-04T06:01:26.400000,False,137700.0,2026-01-04 06:01:26.400,2026,1,4,6,2026-01-04 23:29:08.023034
75e1022c-1ee9-45a8-8c1d-834117a7c019,pressure,7.964,Bar,Site_Paris,Machine_B2,2026-01-04T06:11:31.200000,False,796400.0,2026-01-04 06:11:31.200,2026,1,4,6,2026-01-04 23:29:08.023034
27e037c4-035e-43a8-80b3-38dacd64a3f7,pressure,3.248,Bar,Site_Paris,Machine_B2,2026-01-04T06:20:09.600000,False,324800.0,2026-01-04 06:20:09.600,2026,1,4,6,2026-01-04 23:29:08.023034
9ed679f3-bec4-4b4f-9131-184107d8bb13,pressure,6.202,Bar,Site_Paris,Machine_B1,2026-01-04T06:27:21.600000,False,620200.0,2026-01-04 06:27:21.600,2026,1,4,6,2026-01-04 23:29:08.023034
e6f1b0a9-4a99-4b3c-a674-c74c55032245,pressure,6.549,Bar,Site_Paris,Machine_C1,2026-01-04T11:32:38.400000,False,654900.0,2026-01-04 11:32:38.400,2026,1,4,11,2026-01-04 23:29:08.023034
c04ca921-96a0-42a6-994b-c1036da71e32,pressure,7.456,Bar,Site_Paris,Machine_B2,2026-01-04T11:51:21.600000,False,745600.0,2026-01-04 11:51:21.600,2026,1,4,11,2026-01-04 23:29:08.023034
6de9b6e3-4e2e-46ad-bef8-c364ac5bfc9b,pressure,3.884,Bar,Site_Paris,Machine_A1,2026-01-04T12:01:26.400000,False,388400.0,2026-01-04 12:01:26.400,2026,1,4,12,2026-01-04 23:29:08.023034
f25ecfc6-d59a-4c3b-a9b3-467693d29d7b,pressure,3.868,Bar,Site_Paris,Machine_B1,2026-01-04T12:30:14.400000,False,386800.0,2026-01-04 12:30:14.400,2026,1,4,12,2026-01-04 23:29:08.023034
ea7ed879-bd98-4171-b940-a0a5cf11eeb5,pressure,2.063,Bar,Site_Paris,Machine_C1,2026-01-04T12:44:38.400000,False,206300.0,2026-01-04 12:44:38.400,2026,1,4,12,2026-01-04 23:29:08.023034
5babca3a-befd-439a-879d-d3b49fc46849,pressure,5.242,Bar,Site_Paris,Machine_B2,2026-01-04T12:47:31.200000,False,524200.0,2026-01-04 12:47:31.200,2026,1,4,12,2026-01-04 23:29:08.023034
16f16f3b-bbd2-41ce-b93c-15292b463fea,pressure,4.945,Bar,Site_Paris,Machine_A2,2026-01-04T12:53:16.800000,False,494500.0,2026-01-04 12:53:16.800,2026,1,4,12,2026-01-04 23:29:08.023034
3ac1aa12-1bf6-4ab8-b59f-3dcd15bebd56,pressure,2.881,Bar,Site_Paris,Machine_C1,2026-01-04T13:14:52.800000,False,288100.0,2026-01-04 13:14:52.800,2026,1,4,13,2026-01-04 23:29:08.023034
90d04361-a56f-41a2-ba22-2780890cf4bf,pressure,5.567,Bar,Site_Paris,Machine_B2,2026-01-04T13:27:50.400000,False,556700.0,2026-01-04 13:27:50.400,2026,1,4,13,2026-01-04 23:29:08.023034
28d05e6b-ddf2-4827-b743-b62ef3dc4ca0,pressure,6.111,Bar,Site_Paris,Machine_B2,2026-01-04T13:42:14.400000,False,611100.0,2026-01-04 13:42:14.400,2026,1,4,13,2026-01-04 23:29:08.023034
a23bffe4-1d30-4c24-bbdf-fb279a2fe465,pressure,4.708,Bar,Site_Paris,Machine_A2,2026-01-04T13:59:31.200000,False,470800.0,2026-01-04 13:59:31.200,2026,1,4,13,2026-01-04 23:29:08.023034
fd2caf2b-94f3-41b9-90de-6700f425e808,pressure,6.368,Bar,Site_Paris,Machine_B1,2026-01-04T14:32:38.400000,False,636800.0,2026-01-04 14:32:38.400,2026,1,4,14,2026-01-04 23:29:08.023034
537f9431-ffcc-41ee-93d8-cc28f3e2812d,pressure,2.203,Bar,Site_Paris,Machine_A2,2026-01-04T14:39:50.400000,False,220300.0,2026-01-04 14:39:50.400,2026,1,4,14,2026-01-04 23:29:08.023034
17c0653c-ab56-4ea0-956a-a951305a7607,pressure,1.739,Bar,Site_Paris,Machine_A2,2026-01-04T14:41:16.800000,False,173900.0,2026-01-04 14:41:16.800,2026,1,4,14,2026-01-04 23:29:08.023034
a451411c-46cf-47e2-87b7-0c06ec4b727a,pressure,3.827,Bar,Site_Paris,Machine_A1,2026-01-04T15:11:31.200000,False,382700.0,2026-01-04 15:11:31.200,2026,1,4,15,2026-01-04 23:29:08.023034
7fb99192-af6c-4a1e-b94d-8b88e02a73ba,pressure,7.886,Bar,Site_Paris,Machine_B2,2026-01-04T15:27:21.600000,False,788600.0,2026-01-04 15:27:21.600,2026,1,4,15,2026-01-04 23:29:08.023034
1dccfad4-fefe-4bc6-b59c-e449b8b315e2,pressure,3.824,Bar,Site_Paris,Machine_A1,2026-01-04T15:30:14.400000,False,382400.0,2026-01-04 15:30:14.400,2026,1,4,15,2026-01-04 23:29:08.023034
cbb0e8cd-b968-48e2-9a29-736f65560363,pressure,3.381,Bar,Site_Paris,Machine_A1,2026-01-04T15:31:40.800000,False,338100.0,2026-01-04 15:31:40.800,2026,1,4,15,2026-01-04 23:29:08.023034
35a4a1c8-1960-41e1-85f1-0c9cb2ba5476,pressure,2.504,Bar,Site_Paris,Machine_B1,2026-01-04T15:40:19.200000,False,250400.0,2026-01-04 15:40:19.200,2026,1,4,15,2026-01-04 23:29:08.023034
47caf4b2-a573-4af4-b7c7-a6bdf398d5da,pressure,2.963,Bar,Site_Paris,Machine_B1,2026-01-04T15:59:02.400000,False,296300.0,2026-01-04 15:59:02.400,2026,1,4,15,2026-01-04 23:29:08.023034
58e0106f-64b4-4bb6-b177-3b94cf95f174,pressure,6.494,Bar,Site_Paris,Machine_A1,2026-01-04T16:24:57.600000,False,649400.0,2026-01-04 16:24:57.600,2026,1,4,16,2026-01-04 23:29:08.023034
6c3e37a1-fbda-43c7-93f1-98dc771d52f1,pressure,3.512,Bar,Site_Paris,Machine_B1,2026-01-04T16:35:02.400000,False,351200.0,2026-01-04 16:35:02.400,2026,1,4,16,2026-01-04 23:29:08.023034
c4c27a98-c39f-4272-ae1c-db515021f573,pressure,6.056,Bar,Site_Paris,Machine_A1,2026-01-04T16:37:55.200000,False,605600.0,2026-01-04 16:37:55.200,2026,1,4,16,2026-01-04 23:29:08.023034
9b3616cd-05f3-403e-8a7e-7b08401bd044,pressure,2.202,Bar,Site_Paris,Machine_A1,2026-01-04T16:45:07.200000,False,220200.0,2026-01-04 16:45:07.200,2026,1,4,16,2026-01-04 23:29:08.023034
7372ee46-57d4-4a2b-acc6-8bc36fa1896d,pressure,5.737,Bar,Site_Paris,Machine_A1,2026-01-04T16:53:45.600000,False,573700.0,2026-01-04 16:53:45.600,2026,1,4,16,2026-01-04 23:29:08.023034
7ccfb3a0-eee5-4d69-81fa-a7d861f23871,pressure,3.289,Bar,Site_Paris,Machine_A1,2026-01-04T16:59:31.200000,False,328900.0,2026-01-04 16:59:31.200,2026,1,4,16,2026-01-04 23:29:08.023034
d6cf7843-8068-4deb-bf5c-30511e029f12,pressure,1.954,Bar,Site_Paris,Machine_B1,2026-01-04T17:00:57.600000,False,195400.0,2026-01-04 17:00:57.600,2026,1,4,17,2026-01-04 23:29:08.023034
d2f4f796-0a70-4098-91b3-70aa033503d8,pressure,6.515,Bar,Site_Paris,Machine_A2,2026-01-04T17:06:43.200000,False,651500.0,2026-01-04 17:06:43.200,2026,1,4,17,2026-01-04 23:29:08.023034
3bb454ee-8202-4a1c-a85b-3723589b0628,pressure,3.161,Bar,Site_Paris,Machine_A1,2026-01-04T17:42:43.200000,False,316100.0,2026-01-04 17:42:43.200,2026,1,4,17,2026-01-04 23:29:08.023034
f08c753e-0bb5-45f9-aa8e-d184450b3558,pressure,1.637,Bar,Site_Paris,Machine_B1,2026-01-04T17:58:33.600000,False,163700.0,2026-01-04 17:58:33.600,2026,1,4,17,2026-01-04 23:29:08.023034
a6ab9fcb-bd54-4ace-bf74-a89e19792e03,pressure,7.706,Bar,Site_Paris,Machine_B1,2026-01-04T18:27:21.600000,False,770600.0,2026-01-04 18:27:21.600,2026,1,4,18,2026-01-04 23:29:08.023034
3765aa8f-88e1-43eb-95e8-ca4eb56216ae,pressure,2.356,Bar,Site_Marseille,Machine_B1,2026-01-04T18:05:45.600000,False,235600.0,2026-01-04 18:05:45.600,2026,1,4,18,2026-01-04 23:29:08.023034
63edcc04-c2e4-4c9c-b077-40d143b82b53,pressure,7.912,Bar,Site_Marseille,Machine_B2,2026-01-04T18:24:28.800000,False,791200.0,2026-01-04 18:24:28.800,2026,1,4,18,2026-01-04 23:29:08.023034
60fc4583-33c4-495a-b427-35752fe482e5,pressure,1.732,Bar,Site_Marseille,Machine_A2,2026-01-04T18:31:40.800000,False,173200.0,2026-01-04 18:31:40.800,2026,1,4,18,2026-01-04 23:29:08.023034
b48caa99-6b70-48db-9c91-0e3688d4abae,pressure,6.309,Bar,Site_Marseille,Machine_B2,2026-01-04T18:53:16.800000,False,630900.0,2026-01-04 18:53:16.800,2026,1,4,18,2026-01-04 23:29:08.023034
abd47258-79f8-4465-95e4-8a694304b7b6,pressure,4.842,Bar,Site_Marseille,Machine_C1,2026-01-04T19:01:55.200000,False,484200.0,2026-01-04 19:01:55.200,2026,1,4,19,2026-01-04 23:29:08.023034
7fdbb7ea-4b86-4af6-9b28-beb99890d055,pressure,1.025,Bar,Site_Marseille,Machine_B2,2026-01-04T19:20:38.400000,False,102500.0,2026-01-04 19:20:38.400,2026,1,4,19,2026-01-04 23:29:08.023034
08a8392c-33de-45cd-88c8-4d7880025587,pressure,7.657,Bar,Site_Marseille,Machine_B1,2026-01-04T19:24:57.600000,False,765700.0,2026-01-04 19:24:57.600,2026,1,4,19,2026-01-04 23:29:08.023034
ca8bf236-b190-40fd-b170-6a950d60cd56,pressure,6.394,Bar,Site_Marseille,Machine_A1,2026-01-04T19:29:16.800000,False,639400.0,2026-01-04 19:29:16.800,2026,1,4,19,2026-01-04 23:29:08.023034
789a56b9-cf4c-43bd-b8fe-d174374aa20e,pressure,4.412,Bar,Site_Marseille,Machine_B2,2026-01-04T19:59:31.200000,False,441200.0,2026-01-04 19:59:31.200,2026,1,4,19,2026-01-04 23:29:08.023034
00a23e25-bdc4-452f-ba35-6636958b57c6,pressure,1.756,Bar,Site_Marseille,Machine_C1,2026-01-04T20:00:57.600000,False,175600.0,2026-01-04 20:00:57.600,2026,1,4,20,2026-01-04 23:29:08.023034
4f015e3b-8ae8-43f7-a9c0-fa97f191f38b,pressure,6.384,Bar,Site_Marseille,Machine_A2,2026-01-04T20:06:43.200000,False,638400.0,2026-01-04 20:06:43.200,2026,1,4,20,2026-01-04 23:29:08.023034
100b5293-fa56-4bee-af1b-d0ac35ff93ed,pressure,7.578,Bar,Site_Marseille,Machine_C1,2026-01-04T20:08:09.600000,False,757800.0,2026-01-04 20:08:09.600,2026,1,4,20,2026-01-04 23:29:08.023034
ac5e6929-1659-4646-b035-43a154b47511,pressure,6.788,Bar,Site_Marseille,Machine_A1,2026-01-04T20:22:33.600000,False,678800.0,2026-01-04 20:22:33.600,2026,1,4,20,2026-01-04 23:29:08.023034
468f8021-437c-4ec3-b6d8-f13f4e1a1093,pressure,4.134,Bar,Site_Marseille,Machine_A1,2026-01-04T20:51:21.600000,False,413400.0,2026-01-04 20:51:21.600,2026,1,4,20,2026-01-04 23:29:08.023034
b4eca5bf-6af0-45fa-83c8-44f7246060f9,pressure,1.393,Bar,Site_Marseille,Machine_B2,2026-01-04T20:54:14.400000,False,139300.0,2026-01-04 20:54:14.400,2026,1,4,20,2026-01-04 23:29:08.023034
90942c10-9a46-4f34-b2bb-79fabbaf1ed6,pressure,3.214,Bar,Site_Marseille,Machine_A2,2026-01-04T21:05:45.600000,False,321400.0,2026-01-04 21:05:45.600,2026,1,4,21,2026-01-04 23:29:08.023034
824cea3c-c1c4-4d1a-a6ad-4e790b539de8,pressure,5.345,Bar,Site_Marseille,Machine_C1,2026-01-04T21:08:38.400000,False,534500.0,2026-01-04 21:08:38.400,2026,1,4,21,2026-01-04 23:29:08.023034
35d1fafe-4f43-4bff-a089-559d4131a9ca,pressure,4.028,Bar,Site_Marseille,Machine_C1,2026-01-04T21:33:07.200000,False,402800.0,2026-01-04 21:33:07.200,2026,1,4,21,2026-01-04 23:29:08.023034
875d8630-889b-4e08-8738-14c91333be6b,pressure,4.565,Bar,Site_Marseille,Machine_A1,2026-01-04T21:37:26.400000,False,456500.0,2026-01-04 21:37:26.400,2026,1,4,21,2026-01-04 23:29:08.023034
a1f0e92c-7283-4eab-9402-c50de0f1c5f1,pressure,3.532,Bar,Site_Marseille,Machine_B1,2026-01-04T21:40:19.200000,False,353200.0,2026-01-04 21:40:19.200,2026,1,4,21,2026-01-04 23:29:08.023034
ef78b1ba-bfd5-4237-88c3-ffbae3fb82a4,pressure,7.251,Bar,Site_Marseille,Machine_B1,2026-01-04T21:46:04.800000,False,725100.0,2026-01-04 21:46:04.800,2026,1,4,21,2026-01-04 23:29:08.023034
32a75fa9-c56d-4fdf-ab71-dd2e6f6184b7,pressure,7.009,Bar,Site_Marseille,Machine_B2,2026-01-04T21:51:50.400000,False,700900.0,2026-01-04 21:51:50.400,2026,1,4,21,2026-01-04 23:29:08.023034
14397a2f-bc78-4e7c-86ba-dd7fcff93c13,pressure,4.382,Bar,Site_Marseille,Machine_B2,2026-01-04T21:53:16.800000,False,438200.0,2026-01-04 21:53:16.800,2026,1,4,21,2026-01-04 23:29:08.023034
ad40117a-c3c5-44ed-96b1-ff4c702500c4,pressure,3.598,Bar,Site_Marseille,Machine_B1,2026-01-04T22:07:40.800000,False,359800.0,2026-01-04 22:07:40.800,2026,1,4,22,2026-01-04 23:29:08.023034
